iFA,ROI_idx,#No.,Region,RegionLongName,Cortical Division,LR,idx,ROI_value_mean,p_value_mean,p_value_FDR_mean,significant_FDR_mean,label_FDR_mean,ROI_value_sum,p_value_sum,p_value_FDR_sum,significant_FDR_sum,label_FDR_sum,delta_mean_minus_sum,abs_delta,effect_sign_mean,effect_sign_sum,effect_sign_reversal,FDR_comparison
1,165.0,165.0,IFSa,Area_IFSa,Inferior_Frontal,idx_L,165,-6.765553951263428,6.640004798486031e-12,2.390401727454971e-09,1,-,-7.113613128662109,5.652187161109768e-13,2.0347873779995163e-10,1,-,0.34805917739868164,0.34805917739868164,-1,-1,False,shared_same_direction
1,166.0,166.0,IFSp,Area_IFSp,Inferior_Frontal,idx_L,166,-3.997530698776245,3.200334606751739e-05,0.0007680803056204,1,-,-3.632952928543091,0.0001400980741532,0.0020098766826128,1,-,-0.3645777702331543,0.3645777702331543,-1,-1,False,shared_same_direction
1,167.0,167.0,p47r,Area_posterior_47r,Inferior_Frontal,idx_L,167,-3.494753122329712,0.0002372502188795,0.0035587532831931,1,-,-3.421809673309326,0.00031102920805,0.0037323504966009,1,-,-0.07294344902038574,0.07294344902038574,-1,-1,False,shared_same_direction
1,176.0,176.0,a9-46v,Area_anterior_9-46v,Dorsolateral_Prefrontal,idx_L,176,-3.6452271938323975,0.0001335778407132,0.0024142505462595,1,-,-3.614736318588257,0.000150326731996,0.0020098766826128,1,-,-0.030490875244140625,0.030490875244140625,-1,-1,False,shared_same_direction
1,178.0,178.0,p9-46v,Area_posterior_9-46v,Dorsolateral_Prefrontal,idx_L,178,-5.493021488189697,1.975573476964708e-08,1.778016129268237e-06,1,-,-4.91613245010376,4.4135343957201813e-07,1.444429438599332e-05,1,-,-0.5768890380859375,0.5768890380859375,-1,-1,False,shared_same_direction
1,217.0,217.0,5mv,Area_5m_ventral,ParaCentral_MidCing,idx_R,217,3.338706493377685,0.0004208472310869,0.0048872581674616,1,+,4.042633056640625,2.6427150782077484e-05,0.0005007249621867,1,+,-0.7039265632629399,0.7039265632629399,1,1,False,shared_same_direction
1,238.0,238.0,PFcm,Area_PFcm,Early_Auditory,idx_R,238,2.7062036991119385,0.0034028642876027,0.0245006228707398,0,,3.717265367507935,0.0001006954381648,0.0015104315724732,1,+,-1.0110616683959965,1.0110616683959965,1,1,False,lemma_sum_only
1,241.0,241.0,A5,Auditory_5_Complex,Auditory_Association,idx_R,241,-5.19045352935791,1.0489123789203145e-07,5.394406520161618e-06,1,-,-5.070000648498535,1.989071733526029e-07,8.559008140904028e-06,1,-,-0.120452880859375,0.120452880859375,-1,-1,False,shared_same_direction
1,250.0,250.0,FOP2,Frontal_Opercular_Area_2,Insula_FrontalOperc,idx_R,250,3.081479549407959,0.0010298731252702,0.0112349795484032,0,,3.46657657623291,0.0002635657795384,0.0032718510563393,1,+,-0.38509702682495117,0.38509702682495117,1,1,False,lemma_sum_only
1,255.0,255.0,MI,Middle_Insular_Area,Insula_FrontalOperc,idx_R,255,3.5042760372161865,0.0002289252517965,0.0035587532831931,1,+,3.3021938800811768,0.0004796586827684,0.0050787389940184,0,,0.20208215713500977,0.20208215713500977,1,1,False,lemma_mean_only
1,259.0,259.0,PoI2,Posterior_Insular_Area_2,Insula_FrontalOperc,idx_R,259,3.4083168506622314,0.0003268247378159,0.0042767459883628,1,+,3.737677335739136,9.2864043249354e-05,0.0014535241552072,1,+,-0.32936048507690474,0.32936048507690474,1,1,False,shared_same_direction
1,277.0,277.0,STV,Superior_Temporal_Visual_Area,TPO,idx_R,277,2.3668313026428223,0.0089705542714407,0.0504593677768542,0,,4.197615623474121,1.3486997426798913e-05,0.0002856070043322,1,+,-1.8307843208312988,1.8307843208312988,1,1,False,lemma_sum_only
1,296.0,296.0,PFop,Area_PF_Opercular,Inferior_Parietal,idx_R,296,3.4700424671173096,0.0002601880406893,0.0037467077859267,1,+,4.400622844696045,5.397029890679182e-06,0.0001295287173763,1,+,-0.9305803775787354,0.9305803775787354,1,1,False,shared_same_direction
1,305.0,305.0,7 m,Area_7m,Posterior_Cingulate,idx_R,305,3.725063800811768,9.763291474384524e-05,0.0020675205475167,1,+,4.384532451629639,5.811757757185798e-06,0.0001307645495366,1,+,-0.6594686508178706,0.6594686508178706,1,1,False,shared_same_direction
1,307.0,307.0,DVT,Dorsal_Transitional_Visual_Area,Posterior_Cingulate,idx_R,307,3.291196346282959,0.0004988112772341,0.0056116268688841,0,,3.614023685455322,0.0001507407511959,0.0020098766826128,1,+,-0.32282733917236284,0.32282733917236284,1,1,False,lemma_sum_only
1,310.0,310.0,POS2,Parieto-Occipital_Sulcus_Area_2,Posterior_Cingulate,idx_R,310,4.460442543029785,4.089529255264038e-06,0.0001132485024534,1,+,5.0153584480285645,2.646734230341175e-07,9.528243229228233e-06,1,+,-0.5549159049987793,0.5549159049987793,1,1,False,shared_same_direction
1,312.0,312.0,RSC,RetroSplenial_Complex,Posterior_Cingulate,idx_R,312,5.516295909881592,1.7310956207478766e-08,1.778016129268237e-06,1,+,6.020285129547119,8.705504658270157e-10,1.0249402453825467e-07,1,+,-0.5039892196655273,0.5039892196655273,1,1,False,shared_same_direction
1,313.0,313.0,v23ab,Area_ventral_23_a + b,Posterior_Cingulate,idx_R,313,3.7703378200531006,8.151335899243608e-05,0.0018340505773298,1,+,3.8118510246276855,6.896500131334956e-05,0.0011822571653717,1,+,-0.04151320457458496,0.04151320457458496,1,1,False,shared_same_direction
1,325.0,325.0,p24pr,Area_Posterior_24_prime,AntCing_MedPFC,idx_R,325,4.642884731292725,1.7178902649848833e-06,5.1536707949546495e-05,1,+,5.09589433670044,1.7354934769270116e-07,8.559008140904028e-06,1,+,-0.45300960540771573,0.45300960540771573,1,1,False,shared_same_direction
2,18.0,18.0,FST,Area_FST,MT + _Complex,idx_L,18,-3.2731645107269287,0.0005317527947811,0.004642867971061,1,-,-3.3141098022460938,0.000459676984351,0.0043070692419181,1,-,0.04094529151916504,0.04094529151916504,-1,-1,False,shared_same_direction
2,26.0,26.0,V4t,Area_V4t,MT + _Complex,idx_L,26,-3.57935643196106,0.0001722207067217,0.0021379122213732,1,-,-3.751575231552124,8.786350282547105e-05,0.001129673607756,1,-,0.172218799591064,0.172218799591064,-1,-1,False,shared_same_direction
2,40.0,40.0,SCEF,Supplementary_and_Cingulate_Eye_Field,ParaCentral_MidCing,idx_L,40,-3.335026502609253,0.00042645635025,0.0041493050294602,1,-,-2.5860707759857178,0.0048538497305392,0.0246110690562552,0,,-0.7489557266235352,0.7489557266235352,-1,-1,False,lemma_mean_only
2,41.0,41.0,55b,Area_55b,Premotor,idx_L,41,-4.020394325256348,2.9050403753738703e-05,0.000461475013363,1,-,-3.9691684246063232,3.6061945733140895e-05,0.0005644478462578,1,-,-0.051225900650024414,0.051225900650024414,-1,-1,False,shared_same_direction
2,53.0,53.0,52,Area_52,Early_Auditory,idx_L,53,-3.071675539016724,0.0010643048194046,0.0073641390997006,0,,-3.2497897148132324,0.0005774518669723,0.004727751999091,1,-,0.17811417579650834,0.17811417579650834,-1,-1,False,lemma_sum_only
2,67.0,67.0,TA2,Area_TA2,Auditory_Association,idx_L,67,-3.418588399887085,0.0003147343345462,0.0032372674410474,1,-,-3.4666218757629395,0.0002635213698209,0.0028747785798651,1,-,0.04803347587585449,0.04803347587585449,-1,-1,False,shared_same_direction
2,79.0,79.0,PoI2,Posterior_Insular_Area_2,Insula_FrontalOperc,idx_L,79,-3.460383415222168,0.0002697033753161,0.0031320391972199,1,-,-3.4081339836120605,0.0003270438482571,0.0034628172168405,1,-,-0.05224943161010742,0.05224943161010742,-1,-1,False,shared_same_direction
2,88.0,88.0,PHT,Area_PHT,Lateral_Temporal,idx_L,88,-3.0933737754821777,0.0009894735844066,0.0069845194193412,0,,-3.7843964099884033,7.704103383869523e-05,0.0010667220069973,1,-,0.6910226345062256,0.6910226345062256,-1,-1,False,lemma_sum_only
2,96.0,96.0,PSL,PeriSylvian_Language_Area,TPO,idx_L,96,-5.933427810668945,1.4833723757802612e-09,7.628772218298487e-08,1,-,-5.564047813415527,1.3179383663718128e-08,6.777968741340751e-07,1,-,-0.36937999725341797,0.36937999725341797,-1,-1,False,shared_same_direction
2,97.0,97.0,STV,Superior_Temporal_Visual_Area,TPO,idx_L,97,-4.60882568359375,2.0247483056103157e-06,4.287702294233608e-05,1,-,-4.21898078918457,1.227045901332048e-05,0.0002208682622397,1,-,-0.3898448944091797,0.3898448944091797,-1,-1,False,shared_same_direction
2,114.0,114.0,PF,Area_PF_Complex,Inferior_Parietal,idx_L,114,-4.4067864418029785,5.245776819955107e-06,9.93936660623073e-05,1,-,-4.474667549133301,3.8265147374961725e-06,8.609658159366388e-05,1,-,0.06788110733032227,0.06788110733032227,-1,-1,False,shared_same_direction
2,115.0,115.0,PFm,Area_PFm_Complex,Inferior_Parietal,idx_L,115,-4.701249122619629,1.2928740740022551e-06,3.102897777605412e-05,1,-,-4.236506462097168,1.135121950339092e-05,0.0002150757379589,1,-,-0.46474266052246094,0.46474266052246094,-1,-1,False,shared_same_direction
2,125.0,125.0,7 m,Area_7m,Posterior_Cingulate,idx_L,125,4.012842178344727,2.9996012389764767e-05,0.000461475013363,1,+,4.314150333404541,8.010894915037272e-06,0.0001602178983007,1,+,-0.30130815505981445,0.30130815505981445,1,1,False,shared_same_direction
2,129.0,129.0,POS1,Parieto-Occipital_Sulcus_Area_1,Posterior_Cingulate,idx_L,129,4.658352851867676,1.5937476209962904e-06,3.5859321472416534e-05,1,+,4.805208206176758,7.729527299846165e-07,2.1404844830343223e-05,1,+,-0.14685535430908203,0.14685535430908203,1,1,False,shared_same_direction
2,133.0,133.0,v23ab,Area_ventral_23_a + b,Posterior_Cingulate,idx_L,133,3.267939329147339,0.0005416679299571,0.004642867971061,1,+,3.3973658084869385,0.000340189742219,0.0034990944913961,1,+,-0.1294264793395996,0.1294264793395996,1,1,False,shared_same_direction
2,143.0,143.0,d32,Area_dorsal_32,AntCing_MedPFC,idx_L,143,-3.423248052597046,0.0003093879176765,0.0032372674410474,1,-,-3.353853940963745,0.0003984720886608,0.0039847208866089,1,-,-0.06939411163330078,0.06939411163330078,-1,-1,False,shared_same_direction
2,159.0,159.0,44,Area_44,Inferior_Frontal,idx_L,159,-4.00686502456665,3.0765000890872555e-05,0.000461475013363,1,-,-3.72400426864624,9.804380378137042e-05,0.001217095495217,1,-,-0.2828607559204106,0.2828607559204106,-1,-1,False,shared_same_direction
2,160.0,160.0,45,Area_45,Inferior_Frontal,idx_L,160,-3.854824781417847,5.790627239025304e-05,0.0008338503224196,1,-,-3.5249569416046143,0.0002117758157087,0.0024593320533914,1,-,-0.32986783981323287,0.32986783981323287,-1,-1,False,shared_same_direction
2,173.0,173.0,9-46d,Area_9-46d,Dorsolateral_Prefrontal,idx_L,173,-3.4812469482421875,0.0002495425602009,0.0029945107224109,1,-,-3.126990556716919,0.0008830279994519,0.0066227099958893,0,,-0.35425639152526855,0.35425639152526855,-1,-1,False,lemma_mean_only
2,180.0,180.0,SFL,Superior_Frontal_Language_Area,Dorsolateral_Prefrontal,idx_L,180,-5.374414920806885,3.8415875150907755e-08,1.2572468231206172e-06,1,-,-4.985572814941406,3.0889253457800415e-07,1.112013124480815e-05,1,-,-0.3888421058654785,0.3888421058654785,-1,-1,False,shared_same_direction
2,221.0,221.0,55b,Area_55b,Premotor,idx_R,221,-4.783499240875244,8.613477129558739e-07,2.2148941190293903e-05,1,-,-4.615586757659912,1.9599312165346614e-06,5.039823128231987e-05,1,-,-0.16791248321533203,0.16791248321533203,-1,-1,False,shared_same_direction
2,226.0,226.0,FEF,Frontal_Eye_Fields,Premotor,idx_R,226,-4.171780586242676,1.5111429681335617e-05,0.0002590530802514,1,-,-3.95485258102417,3.82909289001211e-05,0.0005743639335018,1,-,-0.21692800521850586,0.21692800521850586,-1,-1,False,shared_same_direction
2,240.0,240.0,A4,Auditory_4_Complex,Auditory_Association,idx_R,240,-5.384852886199951,3.625196233868141e-08,1.2572468231206172e-06,1,-,-4.95754337310791,3.5695054104230245e-07,1.1682017706838988e-05,1,-,-0.427309513092041,0.427309513092041,-1,-1,False,shared_same_direction
2,241.0,241.0,A5,Auditory_5_Complex,Auditory_Association,idx_R,241,-5.084486484527588,1.8431100740494841e-07,5.5293302221484505e-06,1,-,-4.821061134338379,7.139829167587177e-07,2.1404844830343223e-05,1,-,-0.263425350189209,0.263425350189209,-1,-1,False,shared_same_direction
2,242.0,242.0,STGa,Area_STGa,Auditory_Association,idx_R,242,-3.2814934253692627,0.0005162946587095,0.004642867971061,1,-,-3.1697773933410645,0.0007627788194585,0.0059695733696752,0,,-0.11171603202819824,0.11171603202819824,-1,-1,False,lemma_mean_only
2,244.0,244.0,STSdp,Area_STSd_posterior,Auditory_Association,idx_R,244,-7.552639484405518,2.1326222430871053e-14,7.67744007511358e-12,1,-,-6.769193649291992,6.4751056687075395e-12,1.165519020367357e-09,1,-,-0.7834458351135254,0.7834458351135254,-1,-1,False,shared_same_direction
2,246.0,246.0,STSvp,Area_STSv_posterior,Auditory_Association,idx_R,246,-4.851996898651123,6.111226745253605e-07,1.692339714070229e-05,1,-,-4.401470184326172,5.375992240918798e-06,0.0001138445415723,1,-,-0.45052671432495117,0.45052671432495117,-1,-1,False,shared_same_direction
2,256.0,256.0,PI,Para-Insular_Area,Insula_FrontalOperc,idx_R,256,-3.286905527114868,0.0005064740500773,0.004642867971061,1,-,-3.1113996505737305,0.0009310137408821,0.0067032989343513,0,,-0.1755058765411377,0.1755058765411377,-1,-1,False,lemma_mean_only
2,263.0,263.0,PeEc,Perirhinal_Ectorhinal_Cortex,Medial_Temporal,idx_R,263,-2.8921337127685547,0.0019131753071575,0.0116736120436734,0,,-3.4933464527130127,0.0002385036073342,0.0026831655825103,1,-,0.601212739944458,0.601212739944458,-1,-1,False,lemma_sum_only
2,270.0,270.0,TE1m,Area_TE1_Middle,Lateral_Temporal,idx_R,270,-3.610271692276001,0.0001529382186996,0.0019663485261377,1,-,-3.7528347969055176,8.742304338775474e-05,0.001129673607756,1,-,0.1425631046295166,0.1425631046295166,-1,-1,False,shared_same_direction
2,272.0,272.0,TE2a,Area_TE2_anterior,Lateral_Temporal,idx_R,272,-3.194430351257324,0.0007005354391665,0.0058649478627899,0,,-3.285995483398437,0.0005081131970724,0.0045032725847941,1,-,0.09156513214111284,0.09156513214111284,-1,-1,False,lemma_sum_only
2,274.0,274.0,TGd,Area_TG_dorsal,Lateral_Temporal,idx_R,274,-3.439340591430664,0.0002915665463943,0.0031807259606656,1,-,-3.3099284172058105,0.0004665991678744,0.0043070692419181,1,-,-0.12941217422485352,0.12941217422485352,-1,-1,False,shared_same_direction
2,275.0,275.0,TGv,Area_TG_Ventral,Lateral_Temporal,idx_R,275,-3.4513301849365234,0.0002789153352838,0.0031377975219437,1,-,-3.5271430015563965,0.0002100349097633,0.0024593320533914,1,-,0.07581281661987305,0.07581281661987305,-1,-1,False,shared_same_direction
2,276.0,276.0,PSL,PeriSylvian_Language_Area,TPO,idx_R,276,-5.864434719085693,2.253326770899129e-09,1.0139970469046083e-07,1,-,-5.451462268829346,2.4978661063266227e-08,9.99146442530649e-07,1,-,-0.41297245025634766,0.41297245025634766,-1,-1,False,shared_same_direction
2,277.0,277.0,STV,Superior_Temporal_Visual_Area,TPO,idx_R,277,-6.1279144287109375,4.451922368203013e-10,3.205384105106169e-08,1,-,-5.538798809051514,1.522766336557999e-08,6.852448514510996e-07,1,-,-0.5891156196594238,0.5891156196594238,-1,-1,False,shared_same_direction
2,278.0,278.0,TPOJ1,Area_TemporoParietoOccipital_Junction_1,TPO,idx_R,278,-6.750641345977783,7.359652227612835e-12,8.831582673135401e-10,1,-,-5.862415313720703,2.280911425029554e-09,1.368546855017733e-07,1,-,-0.8882260322570801,0.8882260322570801,-1,-1,False,shared_same_direction
2,305.0,305.0,7 m,Area_7m,Posterior_Cingulate,idx_R,305,3.6575636863708496,0.0001273120025711,0.0017627815740624,1,+,4.18919563293457,1.3997249231552434e-05,0.0002399528439694,1,+,-0.5316319465637207,0.5316319465637207,1,1,False,shared_same_direction
2,309.0,309.0,POS1,Parieto-Occipital_Sulcus_Area_1,Posterior_Cingulate,idx_R,309,4.556240081787109,2.603870503701616e-06,5.207741007403232e-05,1,+,4.491344928741455,3.5387411122189637e-06,8.492978669325512e-05,1,+,0.0648951530456543,0.0648951530456543,1,1,False,shared_same_direction
2,310.0,310.0,POS2,Parieto-Occipital_Sulcus_Area_2,Posterior_Cingulate,idx_R,310,3.292254447937012,0.0004969382320075,0.004642867971061,1,+,3.936114549636841,4.140572839451384e-05,0.0005962424888809,1,+,-0.6438601016998287,0.6438601016998287,1,1,False,shared_same_direction
2,312.0,312.0,RSC,RetroSplenial_Complex,Posterior_Cingulate,idx_R,312,5.6186299324035645,9.623881010919705e-09,3.849552404367882e-07,1,+,5.894454479217529,1.879606035731056e-09,1.3533163457263605e-07,1,+,-0.27582454681396484,0.27582454681396484,1,1,False,shared_same_direction
2,313.0,313.0,v23ab,Area_ventral_23_a + b,Posterior_Cingulate,idx_R,313,6.025182247161865,8.44595867337075e-10,5.06757520402245e-08,1,+,6.351867198944092,1.0635846527405654e-10,1.2763015832886784e-08,1,+,-0.32668495178222656,0.32668495178222656,1,1,False,shared_same_direction
2,335.0,335.0,47 s,Area_47s,OrbPolaFrontal,idx_R,335,-3.375108242034912,0.0003689333153518,0.0036893331535188,1,-,-3.2516674995422363,0.00057365075876,0.004727751999091,1,-,-0.12344074249267578,0.12344074249267578,-1,-1,False,shared_same_direction
2,339.0,339.0,44,Area_44,Inferior_Frontal,idx_R,339,-4.249135971069336,1.072983184637373e-05,0.0001931369732347,1,-,-4.150879859924316,1.6559979614474105e-05,0.0002709814846004,1,-,-0.09825611114501953,0.09825611114501953,-1,-1,False,shared_same_direction
2,340.0,340.0,45,Area_45,Inferior_Frontal,idx_R,340,-7.291242122650146,1.5355513456156666e-13,2.7639924221082e-11,1,-,-6.894730567932129,2.698349447155458e-12,9.71405800975965e-10,1,-,-0.3965115547180167,0.3965115547180167,-1,-1,False,shared_same_direction
2,345.0,345.0,IFSa,Area_IFSa,Inferior_Frontal,idx_R,345,-3.1546566486358643,0.0008034354468057,0.0062407040900889,0,,-3.2833683490753174,0.0005128727110459,0.0045032725847941,1,-,0.12871170043945312,0.12871170043945312,-1,-1,False,lemma_sum_only
2,347.0,347.0,p47r,Area_posterior_47r,Inferior_Frontal,idx_R,347,-2.578563928604126,0.0049605970124352,0.0228247155628058,0,,-3.249600410461426,0.0005778363554444,0.004727751999091,1,-,0.6710364818572998,0.6710364818572998,-1,-1,False,lemma_sum_only
2,349.0,349.0,8Ad,Area_8Ad,Dorsolateral_Prefrontal,idx_R,349,3.621713876724243,0.0001463288534211,0.0019510513789489,1,+,3.3294219970703125,0.0004351321852807,0.0042337185594881,1,+,0.29229187965393066,0.29229187965393066,1,1,False,shared_same_direction
2,360.0,360.0,SFL,Superior_Frontal_Language_Area,Dorsolateral_Prefrontal,idx_R,360,-6.3745527267456055,9.174883969759472e-11,8.257395572783526e-09,1,-,-6.2193450927734375,2.4961711043866413e-10,2.246553993947977e-08,1,-,-0.15520763397216797,0.15520763397216797,-1,-1,False,shared_same_direction
3,63.0,63.0,STSda,Area_STSd_anterior,Auditory_Association,idx_L,63,-3.646525621414185,0.000132904992694,0.002493110476091,1,-,-3.781146764755249,7.805380266501499e-05,0.0015610760533002,1,-,0.134621143341064,0.134621143341064,-1,-1,False,shared_same_direction
3,64.0,64.0,STSdp,Area_STSd_posterior,Auditory_Association,idx_L,64,-4.609442710876465,2.018748834697613e-06,9.08436975613926e-05,1,-,-4.798119068145752,8.008128179270116e-07,3.603657680671552e-05,1,-,0.1886763572692871,0.1886763572692871,-1,-1,False,shared_same_direction
3,66.0,66.0,STSvp,Area_STSv_posterior,Auditory_Association,idx_L,66,-4.119072437286377,1.902002802659276e-05,0.0005706008407977,1,-,-4.184117794036865,1.4313782490813147e-05,0.0004294134747243,1,-,0.06504535675048828,0.06504535675048828,-1,-1,False,shared_same_direction
3,72.0,72.0,FOP4,Frontal_Opercular_Area_4,Insula_FrontalOperc,idx_L,72,-3.392162799835205,0.0003467161280707,0.004749018671958,1,-,-3.464095115661621,0.0002660091798377,0.0036832040285225,1,-,0.07193231582641602,0.07193231582641602,-1,-1,False,shared_same_direction
3,75.0,75.0,MI,Middle_Insular_Area,Insula_FrontalOperc,idx_L,75,-4.535517692565918,2.873118032695167e-06,0.0001149247213078,1,-,-4.533829212188721,2.8961935368382333e-06,0.0001158477414735,1,-,-0.0016884803771972656,0.0016884803771972656,-1,-1,False,shared_same_direction
3,77.0,77.0,Pir,Pirform_Cortex,Insula_FrontalOperc,idx_L,77,-3.561509847640991,0.0001843641378616,0.0030168677104636,1,-,-3.663212776184082,0.0001245357371054,0.0022416432678978,1,-,0.10170292854309082,0.10170292854309082,-1,-1,False,shared_same_direction
3,89.0,89.0,TE1a,Area_TE1_anterior,Lateral_Temporal,idx_L,89,-3.3383586406707764,0.000421374492297,0.0052308557664462,0,,-3.3848938941955566,0.0003560288684171,0.0047470515788959,1,-,0.04653525352478027,0.04653525352478027,-1,-1,False,lemma_sum_only
3,94.0,94.0,TGd,Area_TG_dorsal,Lateral_Temporal,idx_L,94,-4.255535125732422,1.0427480947289203e-05,0.0003412630128203,1,-,-4.370484352111816,6.198561942645711e-06,0.0002231482299352,1,-,0.11494922637939453,0.11494922637939453,-1,-1,False,shared_same_direction
3,96.0,96.0,PSL,PeriSylvian_Language_Area,TPO,idx_L,96,-4.736520767211914,1.0870923560478147e-06,5.5907606882459046e-05,1,-,-4.9225921630859375,4.270266025027752e-07,2.1961368128714156e-05,1,-,0.18607139587402344,0.18607139587402344,-1,-1,False,shared_same_direction
