Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
larger,large,ADJ,larger,larger,Adjective,1,Step 1: SUBTLEX-UK,larger,False,larger
largest,large,ADJ,largest,largest,Adjective,1,Step 1: SUBTLEX-UK,largest,False,largest
LARKIN'S,larkin',NOUN,,,,3,Step 3: spaCy fallback,larkin',True,LARKIN'S
LARSON'S,larson',NOUN,,,,3,Step 3: spaCy fallback,larson',True,LARSON'S
larvae,larvae,PROPN,larvae,larva,Noun,1,Step 1: SUBTLEX-UK,larva,False,larva
lasses,lasse,VERB,lasses,lass,Noun,1,Step 1: SUBTLEX-UK,lass,False,lass
lasting,last,VERB,lasting,lasting,Adjective,1,Step 1: SUBTLEX-UK,lasting,False,lasting
latest,late,ADJ,latest,latest,Adjective,1,Step 1: SUBTLEX-UK,latest,False,latest
lathing,lathe,VERB,lathing,lathing,,1,Step 1: SUBTLEX-UK,lathing,False,lathing
latinos,latino,NOUN,latinos,latinos,Noun,1,Step 1: SUBTLEX-UK,latinos,False,latinos
latins,latin,NOUN,latins,latins,Noun,1,Step 1: SUBTLEX-UK,latins,False,latins
latrines,latrines,PROPN,latrines,latrine,Noun,1,Step 1: SUBTLEX-UK,latrine,False,latrine
LATTER'S,latter's,NOUN,,,,3,Step 3: spaCy fallback,latter's,True,LATTER'S
LATTIMER'S,lattimer',NOUN,,,,3,Step 3: spaCy fallback,lattimer',True,LATTIMER'S
lauds,laud,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,lauds,False,lauds
laundering,launder,VERB,laundering,laundering,Noun,1,Step 1: SUBTLEX-UK,laundering,False,laundering
laureates,laureate,NOUN,laureates,laureates,Noun,1,Step 1: SUBTLEX-UK,laureates,False,laureates
lavs,lavs,ADJ,lavs,lav,,1,Step 1: SUBTLEX-UK,lav,False,lav
lawbreaking,lawbreake,VERB,lawbreaking,lawbreaking,Noun,1,Step 1: SUBTLEX-UK,lawbreaking,False,lawbreaking
LAWMAN'S,lawman',NOUN,,,,3,Step 3: spaCy fallback,lawman',True,LAWMAN'S
Lawrence's,lawrence',NOUN,,,,3,Step 3: spaCy fallback,lawrence',True,Lawrence's
lazuli,lazuli,PROPN,lazuli,lazulus,,1,Step 1: SUBTLEX-UK,lazulus,False,lazulus
leaded,lead,VERB,leaded,leaded,Adjective,1,Step 1: SUBTLEX-UK,leaded,False,leaded
leafier,leafy,ADJ,leafier,leafier,,1,Step 1: SUBTLEX-UK,leafier,False,leafier
leafiest,leafy,ADJ,leafiest,leafiest,,1,Step 1: SUBTLEX-UK,leafiest,False,leafiest
leafs,leafs,NOUN,leafs,leaf,Noun,1,Step 1: SUBTLEX-UK,leaf,False,leaf
leaner,lean,ADJ,leaner,leaner,Adjective,1,Step 1: SUBTLEX-UK,leaner,False,leaner
leanest,lean,ADJ,leanest,leanest,Adjective,1,Step 1: SUBTLEX-UK,leanest,False,leanest
leant,leant,NOUN,leant,lean,Verb,1,Step 1: SUBTLEX-UK,lean,False,lean
leapt,leapt,VERB,leapt,leap,Verb,1,Step 1: SUBTLEX-UK,leap,False,leap
leas,lea,NOUN,leas,leas,Noun,1,Step 1: SUBTLEX-UK,leas,False,leas
leastways,leastway,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,leastways,False,leastways
leaved,leave,VERB,leaved,leaved,Verb,1,Step 1: SUBTLEX-UK,leaved,False,leaved
leavings,leaving,NOUN,leavings,leavings,Noun,1,Step 1: SUBTLEX-UK,leavings,False,leavings
LEAVITT'S,leavitt',NOUN,,,,3,Step 3: spaCy fallback,leavitt',True,LEAVITT'S
leching,leche,VERB,leching,lech,,1,Step 1: SUBTLEX-UK,lech,False,lech
Lee's,lee's,X,,,,3,Step 3: spaCy fallback,lee's,True,Lee's
lees,lee,NOUN,lees,lees,Name,1,Step 1: SUBTLEX-UK,lees,False,lees
LEESONA'S,leesona's,X,,,,3,Step 3: spaCy fallback,leesona's,True,LEESONA'S
leftovers,leftover,NOUN,leftovers,leftovers,Noun,1,Step 1: SUBTLEX-UK,leftovers,False,leftovers
LEG'S,leg',NOUN,,,,3,Step 3: spaCy fallback,leg',True,LEG'S
legalized,legalize,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,legalized,False,legalized
legged,legge,VERB,legged,leg,Adjective,1,Step 1: SUBTLEX-UK,leg,False,leg
legging,legge,VERB,legging,leg,Verb,1,Step 1: SUBTLEX-UK,leg,False,leg
leggings,legging,NOUN,leggings,leggings,Noun,1,Step 1: SUBTLEX-UK,leggings,False,leggings
leghorns,leghorn,VERB,leghorns,leghorns,Noun,1,Step 1: SUBTLEX-UK,leghorns,False,leghorns
legionella,legionella,NOUN,legionella,legionellum,,1,Step 1: SUBTLEX-UK,legionellum,False,legionellum
legislating,legislate,VERB,legislating,legislating,Verb,1,Step 1: SUBTLEX-UK,legislating,False,legislating
leis,leis,PROPN,leis,lei,Noun,1,Step 1: SUBTLEX-UK,lei,False,lei
leisured,leisure,VERB,leisured,leisured,,1,Step 1: SUBTLEX-UK,leisured,False,leisured
lemming,lemme,VERB,lemming,lemming,Noun,1,Step 1: SUBTLEX-UK,lemming,False,lemming
lending,lend,VERB,lending,lending,Verb,1,Step 1: SUBTLEX-UK,lending,False,lending
lengthier,lengthy,ADJ,lengthier,lengthier,,1,Step 1: SUBTLEX-UK,lengthier,False,lengthier
LENIN'S,lenin',NOUN,,,,3,Step 3: spaCy fallback,lenin',True,LENIN'S
Leningrad's,leningrad's,X,,,,3,Step 3: spaCy fallback,leningrad's,True,Leningrad's
lens,len,NOUN,lens,lens,Noun,1,Step 1: SUBTLEX-UK,lens,False,lens
lenses,lense,NOUN,lenses,lens,Noun,1,Step 1: SUBTLEX-UK,lens,False,lens
LENYGON'S,lenygon',NOUN,,,,3,Step 3: spaCy fallback,lenygon',True,LENYGON'S
LEONATO'S,leonato's,VERB,,,,3,Step 3: spaCy fallback,leonato's,True,LEONATO'S
leos,leo,NOUN,leos,leos,Name,1,Step 1: SUBTLEX-UK,leos,False,leos
lesser,less,ADJ,lesser,lesser,Adjective,1,Step 1: SUBTLEX-UK,lesser,False,lesser
Lester's,lester',NOUN,,,,3,Step 3: spaCy fallback,lester',True,Lester's
letterboxes,letterboxe,NOUN,letterboxes,letterbox,,1,Step 1: SUBTLEX-UK,letterbox,False,letterbox
lettering,letter,VERB,lettering,lettering,Noun,1,Step 1: SUBTLEX-UK,lettering,False,lettering
LEVEL'S,level's,NOUN,,,,3,Step 3: spaCy fallback,level's,True,LEVEL'S
levelheaded,levelheade,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,levelheaded,False,levelheaded
levellers,leveller,NOUN,levellers,levellers,,1,Step 1: SUBTLEX-UK,levellers,False,levellers
LEW'S,lew',VERB,,,,3,Step 3: spaCy fallback,lew',True,LEW'S
leys,ley,NOUN,leys,leys,,1,Step 1: SUBTLEX-UK,leys,False,leys
LI'L,li'l,VERB,,,,3,Step 3: spaCy fallback,li'l,True,LI'L
liberating,liberate,VERB,liberating,liberating,Adjective,1,Step 1: SUBTLEX-UK,liberating,False,liberating
libertines,libertine,NOUN,libertines,libertines,Noun,1,Step 1: SUBTLEX-UK,libertines,False,libertines
librarian's,librarian',NOUN,,,,3,Step 3: spaCy fallback,librarian',True,librarian's
libraries,librarie,VERB,libraries,library,Noun,1,Step 1: SUBTLEX-UK,library,False,library
libretti,libretti,PROPN,libretti,libretto,,1,Step 1: SUBTLEX-UK,libretto,False,libretto
lice,lice,NOUN,lice,louse,Noun,1,Step 1: SUBTLEX-UK,louse,False,louse
licenses,license,NOUN,licenses,licens,Noun,1,Step 1: SUBTLEX-UK,licens,False,licens
licensing,license,VERB,licensing,licensing,Noun,1,Step 1: SUBTLEX-UK,licensing,False,licensing
lidded,lidde,VERB,lidded,lidded,Adjective,1,Step 1: SUBTLEX-UK,lidded,False,lidded
lieder,lieder,NOUN,lieder,lied,Unclassified,1,Step 1: SUBTLEX-UK,lied,False,lied
life's,life',NOUN,,,,3,Step 3: spaCy fallback,life',True,life's
lifesaving,lifesave,VERB,lifesaving,lifesaving,Adjective,1,Step 1: SUBTLEX-UK,lifesaving,False,lifesaving
ligating,ligate,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,ligating,False,ligating
lighter,light,ADJ,lighter,lighter,Noun,1,Step 1: SUBTLEX-UK,lighter,False,lighter
lightest,light,ADJ,lightest,lightest,Adjective,1,Step 1: SUBTLEX-UK,lightest,False,lightest
lightheaded,lightheade,VERB,lightheaded,lighthead,Verb,1,Step 1: SUBTLEX-UK,lighthead,False,lighthead
lighthearted,lighthearte,VERB,lighthearted,lighthearted,Adjective,1,Step 1: SUBTLEX-UK,lighthearted,False,lighthearted
lighting,light,VERB,lighting,lighting,Noun,1,Step 1: SUBTLEX-UK,lighting,False,lighting
likenesses,likenesse,VERB,likenesses,likeness,Noun,1,Step 1: SUBTLEX-UK,likeness,False,likeness
LILLIAN'S,lillian',NOUN,,,,3,Step 3: spaCy fallback,lillian',True,LILLIAN'S
Lilly's,lilly',NOUN,,,,3,Step 3: spaCy fallback,lilly',True,Lilly's
lilos,lilos,PROPN,lilos,lilo,,1,Step 1: SUBTLEX-UK,lilo,False,lilo
lilting,lilt,VERB,lilting,lilting,Verb,1,Step 1: SUBTLEX-UK,lilting,False,lilting
limbed,limbe,VERB,limbed,limb,,1,Step 1: SUBTLEX-UK,limb,False,limb
limited,limit,VERB,limited,limited,Adjective,1,Step 1: SUBTLEX-UK,limited,False,limited
Lincoln's,lincoln's,X,,,,3,Step 3: spaCy fallback,lincoln's,True,Lincoln's
Linda's,linda',NOUN,,,,3,Step 3: spaCy fallback,linda',True,Linda's
LINDBERGH'S,lindbergh's,NOUN,,,,3,Step 3: spaCy fallback,lindbergh's,True,LINDBERGH'S
lindens,linden,NOUN,lindens,lindens,,1,Step 1: SUBTLEX-UK,lindens,False,lindens
Lindsey's,lindsey',NOUN,,,,3,Step 3: spaCy fallback,lindsey',True,Lindsey's
linemen,lineman,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,linemen,False,linemen
ling,le,VERB,ling,ling,Noun,1,Step 1: SUBTLEX-UK,ling,False,ling
linguini,linguini,PROPN,linguini,linguinus,Noun,1,Step 1: SUBTLEX-UK,linguinus,False,linguinus
linguistics,linguistic,NOUN,linguistics,linguistics,Noun,1,Step 1: SUBTLEX-UK,linguistics,False,linguistics
linseed,linsee,VERB,linseed,linseed,Noun,1,Step 1: SUBTLEX-UK,linseed,False,linseed
lionhearted,lionhearte,VERB,lionhearted,lionhearted,Verb,1,Step 1: SUBTLEX-UK,lionhearted,False,lionhearted
liquefies,liquefie,NOUN,liquefies,liquefy,Verb,1,Step 1: SUBTLEX-UK,liquefy,False,liquefy
lisping,lisp,VERB,lisping,lisping,Verb,1,Step 1: SUBTLEX-UK,lisping,False,lisping
lisps,lisp,VERB,lisps,lisps,Verb,1,Step 1: SUBTLEX-UK,lisps,False,lisps
listener's,listener',NOUN,,,,3,Step 3: spaCy fallback,listener',True,listener's
listeria,listeria,NOUN,listeria,listerium,Noun,1,Step 1: SUBTLEX-UK,listerium,False,listerium
listing,list,VERB,listing,listing,Noun,1,Step 1: SUBTLEX-UK,listing,False,listing
lithographed,lithograph,VERB,lithographed,lithographed,,1,Step 1: SUBTLEX-UK,lithographed,False,lithographed
litotes,litote,NOUN,litotes,litotes,,1,Step 1: SUBTLEX-UK,litotes,False,litotes
LITTLEPAGE'S,littlepage's,ADV,,,,3,Step 3: spaCy fallback,littlepage's,True,LITTLEPAGE'S
livered,livere,VERB,livered,liver,,1,Step 1: SUBTLEX-UK,liver,False,liver
liveried,liverie,VERB,liveried,liveried,,1,Step 1: SUBTLEX-UK,liveried,False,liveried
lives,live,VERB,lives,life,Noun,1,Step 1: SUBTLEX-UK,life,False,life
LIZZIE'S,lizzie's,ADJ,,,,3,Step 3: spaCy fallback,lizzie's,True,LIZZIE'S
llamas,llamas,PROPN,llamas,llama,Noun,1,Step 1: SUBTLEX-UK,llama,False,llama
Lloyd's,lloyd',NOUN,,,,3,Step 3: spaCy fallback,lloyd',True,Lloyd's
loafing,loaf,VERB,loafing,loafing,Verb,1,Step 1: SUBTLEX-UK,loafing,False,loafing
loafs,loafs,PROPN,loafs,loaf,Verb,1,Step 1: SUBTLEX-UK,loaf,False,loaf
loathing,loathe,VERB,loathing,loathing,Noun,1,Step 1: SUBTLEX-UK,loathing,False,loathing
lobed,lob,VERB,lobed,lobe,,1,Step 1: SUBTLEX-UK,lobe,False,lobe
lobelia,lobelia,PROPN,lobelia,lobelium,,1,Step 1: SUBTLEX-UK,lobelium,False,lobelium
lochs,lochs,PROPN,lochs,loch,,1,Step 1: SUBTLEX-UK,loch,False,loch
loci,loci,NOUN,loci,locus,Noun,1,Step 1: SUBTLEX-UK,locus,False,locus
lodgings,lodging,NOUN,lodgings,lodgings,Noun,1,Step 1: SUBTLEX-UK,lodgings,False,lodgings
lofted,loft,VERB,lofted,lofted,Adjective,1,Step 1: SUBTLEX-UK,lofted,False,lofted
loftiest,lofty,ADJ,loftiest,loftiest,,1,Step 1: SUBTLEX-UK,loftiest,False,loftiest
lofting,loft,VERB,lofting,lofting,,1,Step 1: SUBTLEX-UK,lofting,False,lofting
loggerhead,loggerhead,VERB,loggerhead,loggerheads,,1,Step 1: SUBTLEX-UK,loggerheads,False,loggerheads
loggerheaded,loggerheade,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,loggerheaded,False,loggerheaded
loggerheads,loggerhead,NOUN,loggerheads,loggerheads,,1,Step 1: SUBTLEX-UK,loggerheads,False,loggerheads
logistics,logistic,NOUN,logistics,logistics,Noun,1,Step 1: SUBTLEX-UK,logistics,False,logistics
LOLOTTE'S,lolotte's,ADV,,,,3,Step 3: spaCy fallback,lolotte's,True,LOLOTTE'S
London's,london',NOUN,,,,3,Step 3: spaCy fallback,london',True,London's
lonelier,lonely,ADJ,lonelier,lonelier,Adjective,1,Step 1: SUBTLEX-UK,lonelier,False,lonelier
longer,long,ADV,longer,longer,Adverb,1,Step 1: SUBTLEX-UK,longer,False,longer
longest,long,ADJ,longest,longest,Adjective,1,Step 1: SUBTLEX-UK,longest,False,longest
longhaired,longhaire,VERB,longhaired,longhaired,Adjective,1,Step 1: SUBTLEX-UK,longhaired,False,longhaired
longing,long,VERB,longing,longing,Verb,1,Step 1: SUBTLEX-UK,longing,False,longing
longsighted,longsighte,VERB,longsighted,longsight,,1,Step 1: SUBTLEX-UK,longsight,False,longsight
longstanding,longstande,VERB,longstanding,longstanding,Adjective,1,Step 1: SUBTLEX-UK,longstanding,False,longstanding
longwinded,longwinde,VERB,longwinded,longwind,,1,Step 1: SUBTLEX-UK,longwind,False,longwind
LONSDALE'S,lonsdale's,ADV,,,,3,Step 3: spaCy fallback,lonsdale's,True,LONSDALE'S
loonier,loony,ADJ,loonier,loonier,Adjective,1,Step 1: SUBTLEX-UK,loonier,False,loonier
loonies,loonie,NOUN,loonies,loony,Noun,1,Step 1: SUBTLEX-UK,loony,False,loony
looser,loose,ADJ,looser,looser,Adjective,1,Step 1: SUBTLEX-UK,looser,False,looser
looses,loos,NOUN,looses,loose,Verb,1,Step 1: SUBTLEX-UK,loose,False,loose
looting,loot,VERB,looting,looting,Noun,1,Step 1: SUBTLEX-UK,looting,False,looting
lopes,lope,NOUN,lopes,lopes,Verb,1,Step 1: SUBTLEX-UK,lopes,False,lopes
lopsided,lopside,VERB,lopsided,lopsided,Verb,1,Step 1: SUBTLEX-UK,lopsided,False,lopsided
lords,lord,NOUN,lords,lords,Noun,1,Step 1: SUBTLEX-UK,lords,False,lords
lotuses,lotus,NOUN,lotuses,lotuses,Noun,1,Step 1: SUBTLEX-UK,lotuses,False,lotuses
loudest,loud,ADJ,loudest,loudest,Adjective,1,Step 1: SUBTLEX-UK,loudest,False,loudest
loudmouthed,loudmouthe,VERB,loudmouthed,loudmouthed,Adjective,1,Step 1: SUBTLEX-UK,loudmouthed,False,loudmouthed
Louis's,louis',NOUN,,,,3,Step 3: spaCy fallback,louis',True,Louis's
loused,louse,VERB,loused,loused,Verb,1,Step 1: SUBTLEX-UK,loused,False,loused
lousier,lousier,PROPN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,lousy,False,lousy
louvered,louvere,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,louvered,False,louvered
lovemaking,lovemake,VERB,lovemaking,lovemaking,Noun,1,Step 1: SUBTLEX-UK,lovemaking,False,lovemaking
LOWE'S,lowe's,ADV,,,,3,Step 3: spaCy fallback,lowe's,True,LOWE'S
lowest,low,ADJ,lowest,lowest,Adjective,1,Step 1: SUBTLEX-UK,lowest,False,lowest
lowing,lowing,PROPN,lowing,low,Verb,1,Step 1: SUBTLEX-UK,low,False,low
lowliest,lowly,ADJ,lowliest,lowliest,Adjective,1,Step 1: SUBTLEX-UK,lowliest,False,lowliest
LUBLIN'S,lublin',NOUN,,,,3,Step 3: spaCy fallback,lublin',True,LUBLIN'S
Lucas's,lucas's,X,,,,3,Step 3: spaCy fallback,lucas's,True,Lucas's
Lucifer's,lucifer's,X,,,,3,Step 3: spaCy fallback,lucifer's,True,Lucifer's
Lucille's,lucille',NOUN,,,,3,Step 3: spaCy fallback,lucille',True,Lucille's
lucked,lucke,VERB,lucked,luck,Verb,1,Step 1: SUBTLEX-UK,luck,False,luck
luckier,lucky,ADJ,luckier,luckier,Adjective,1,Step 1: SUBTLEX-UK,luckier,False,luckier
Lucy's,lucy's,NOUN,,,,3,Step 3: spaCy fallback,lucy's,True,Lucy's
luddites,luddite,NOUN,luddites,luddites,,1,Step 1: SUBTLEX-UK,luddites,False,luddites
Luke's,luke',NOUN,,,,3,Step 3: spaCy fallback,luke',True,Luke's
lumpier,lumpy,ADJ,lumpier,lumpier,,1,Step 1: SUBTLEX-UK,lumpier,False,lumpier
lurgies,lurgie,NOUN,lurgies,lurgy,,1,Step 1: SUBTLEX-UK,lurgy,False,lurgy
lushest,lush,ADJ,lushest,lushest,,1,Step 1: SUBTLEX-UK,lushest,False,lushest
Luther's,luther',NOUN,,,,3,Step 3: spaCy fallback,luther',True,Luther's
LYFORD'S,lyford's,NOUN,,,,3,Step 3: spaCy fallback,lyford's,True,LYFORD'S
lynches,lynch,VERB,lynches,lynches,Verb,1,Step 1: SUBTLEX-UK,lynches,False,lynches
lynching,lynch,VERB,lynching,lynching,Noun,1,Step 1: SUBTLEX-UK,lynching,False,lynching
lyricist's,lyricist',NOUN,,,,3,Step 3: spaCy fallback,lyricist',True,lyricist's
m,m,VERB,m,be,Letter,1,Step 1: SUBTLEX-UK,be,False,be
macadamia,macadamia,NOUN,macadamia,macadamium,Noun,1,Step 1: SUBTLEX-UK,macadamium,False,macadamium
macerated,macerate,VERB,macerated,macerated,Verb,1,Step 1: SUBTLEX-UK,macerated,False,macerated
machining,machine,VERB,machining,machining,,1,Step 1: SUBTLEX-UK,machining,False,machining
Mack's,mack's,ADV,,,,3,Step 3: spaCy fallback,mack's,True,Mack's
MACKLIN'S,macklin',NOUN,,,,3,Step 3: spaCy fallback,macklin',True,MACKLIN'S
macrobiotics,macrobiotic,NOUN,,,Name,2,Step 2: SUBTLEX-US + NLTK,macrobiotics,False,macrobiotics
MADDEN'S,madden',NOUN,,,,3,Step 3: spaCy fallback,madden',True,MADDEN'S
maddens,madden,NOUN,maddens,maddens,Verb,1,Step 1: SUBTLEX-UK,maddens,False,maddens
maddest,mad,ADJ,maddest,maddest,Adjective,1,Step 1: SUBTLEX-UK,maddest,False,maddest
Madison's,madison',NOUN,,,,3,Step 3: spaCy fallback,madison',True,Madison's
Madonna's,madonna's,X,,,,3,Step 3: spaCy fallback,madonna's,True,Madonna's
madras,madra,NOUN,madras,madras,Name,1,Step 1: SUBTLEX-UK,madras,False,madras
MAE'S,mae's,ADV,,,,3,Step 3: spaCy fallback,mae's,True,MAE'S
Maggie's,maggie',NOUN,,,,3,Step 3: spaCy fallback,maggie',True,Maggie's
magnetos,magnetos,NOUN,magnetos,magneto,Noun,1,Step 1: SUBTLEX-UK,magneto,False,magneto
magnifies,magnifie,NOUN,magnifies,magnify,Verb,1,Step 1: SUBTLEX-UK,magnify,False,magnify
magyars,magyar,NOUN,magyars,magyars,Noun,1,Step 1: SUBTLEX-UK,magyars,False,magyars
maharajahs,maharajah,NOUN,maharajahs,maharaja,,1,Step 1: SUBTLEX-UK,maharaja,False,maharaja
MAHLER'S,mahler's,NOUN,,,,3,Step 3: spaCy fallback,mahler's,True,MAHLER'S
MAI'TEIPA,mai'teipa,NOUN,,,,3,Step 3: spaCy fallback,mai'teipa,True,MAI'TEIPA
mailing,mail,VERB,mailing,mailing,Noun,1,Step 1: SUBTLEX-UK,mailing,False,mailing
mainlines,mainline,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,mainlines,False,mainlines
mainspring,mainspre,VERB,mainspring,mainspring,Noun,1,Step 1: SUBTLEX-UK,mainspring,False,mainspring
mala,mala,NOUN,mala,malum,Name,1,Step 1: SUBTLEX-UK,malum,False,malum
maladjusted,maladjuste,VERB,maladjusted,maladjust,Adjective,1,Step 1: SUBTLEX-UK,maladjust,False,maladjust
malcontented,malcontente,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,malcontented,False,malcontented
malformed,malforme,VERB,malformed,malformed,Adjective,1,Step 1: SUBTLEX-UK,malformed,False,malformed
malnourished,malnourished,ADJ,malnourished,malnourish,Adjective,1,Step 1: SUBTLEX-UK,malnourish,False,malnourish
malted,malt,VERB,malted,malted,Adjective,1,Step 1: SUBTLEX-UK,malted,False,malted
mamas,mama,NOUN,mamas,mamas,Noun,1,Step 1: SUBTLEX-UK,mamas,False,mamas
mambas,mambas,PROPN,mambas,mamba,,1,Step 1: SUBTLEX-UK,mamba,False,mamba
management's,management',NOUN,,,,3,Step 3: spaCy fallback,management',True,management's
manageresses,manageresse,VERB,manageresses,manageress,,1,Step 1: SUBTLEX-UK,manageress,False,manageress
Manchester's,manchester',NOUN,,,,3,Step 3: spaCy fallback,manchester',True,Manchester's
mangling,mangle,VERB,mangling,mangling,Verb,1,Step 1: SUBTLEX-UK,mangling,False,mangling
Manhattan's,manhattan',NOUN,,,,3,Step 3: spaCy fallback,manhattan',True,Manhattan's
manhattans,manhattan,NOUN,manhattans,manhattans,Name,1,Step 1: SUBTLEX-UK,manhattans,False,manhattans
manias,manias,PROPN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,mania,False,mania
manicotti,manicotti,NOUN,manicotti,manicottus,Noun,1,Step 1: SUBTLEX-UK,manicottus,False,manicottus
manicured,manicure,VERB,manicured,manicured,Adjective,1,Step 1: SUBTLEX-UK,manicured,False,manicured
manlier,manlier,ADV,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,manly,False,manly
manliest,manly,ADJ,manliest,manliest,,1,Step 1: SUBTLEX-UK,manliest,False,manliest
MANN'S,mann',NOUN,,,,3,Step 3: spaCy fallback,mann',True,MANN'S
mannered,mannere,VERB,mannered,mannered,Adjective,1,Step 1: SUBTLEX-UK,mannered,False,mannered
manners,manner,NOUN,manners,manners,Noun,1,Step 1: SUBTLEX-UK,manners,False,manners
manning,man,VERB,manning,manning,Name,1,Step 1: SUBTLEX-UK,manning,False,manning
MANNING'S,manning',NOUN,,,,3,Step 3: spaCy fallback,manning',True,MANNING'S
manoeuvring,manoeuvre,VERB,manoeuvring,manoeuvring,Verb,1,Step 1: SUBTLEX-UK,manoeuvring,False,manoeuvring
mans,man,NOUN,mans,mans,Noun,1,Step 1: SUBTLEX-UK,mans,False,mans
mantes,mantis,NOUN,mantes,mantes,Name,1,Step 1: SUBTLEX-UK,mantes,False,mantes
manufacturing,manufacture,VERB,manufacturing,manufacturing,Noun,1,Step 1: SUBTLEX-UK,manufacturing,False,manufacturing
manuring,manure,VERB,manuring,manuring,Verb,1,Step 1: SUBTLEX-UK,manuring,False,manuring
maoists,maoist,NOUN,maoists,maoists,Noun,1,Step 1: SUBTLEX-UK,maoists,False,maoists
marauder,maraud,ADJ,marauder,marauder,Noun,1,Step 1: SUBTLEX-UK,marauder,False,marauder
marbling,marble,VERB,marbling,marbling,Noun,1,Step 1: SUBTLEX-UK,marbling,False,marbling
marches,marche,NOUN,marches,march,Noun,1,Step 1: SUBTLEX-UK,march,False,march
mariachi,mariachi,PROPN,mariachi,mariachus,Noun,1,Step 1: SUBTLEX-UK,mariachus,False,mariachus
marimbas,marimbas,PROPN,marimbas,marimba,,1,Step 1: SUBTLEX-UK,marimba,False,marimba
marines,marine,NOUN,marines,marines,Noun,1,Step 1: SUBTLEX-UK,marines,False,marines
MARIS'S,maris's,NOUN,,,,3,Step 3: spaCy fallback,maris's,True,MARIS'S
Mark's,mark's,NOUN,,,,3,Step 3: spaCy fallback,mark's,True,Mark's
marled,marle,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,marled,False,marled
MARLOWE'S,marlowe's,ADV,,,,3,Step 3: spaCy fallback,marlowe's,True,MARLOWE'S
marques,marque,NOUN,marques,marques,Name,1,Step 1: SUBTLEX-UK,marques,False,marques
marquises,marquise,NOUN,marquises,marquis,Noun,1,Step 1: SUBTLEX-UK,marquis,False,marquis
marries,marrie,NOUN,marries,marry,Verb,1,Step 1: SUBTLEX-UK,marry,False,marry
mars,mar,VERB,mars,mars,Name,1,Step 1: SUBTLEX-UK,mars,False,mars
Martha's,martha',NOUN,,,,3,Step 3: spaCy fallback,martha',True,Martha's
martians,martian,NOUN,martians,martians,Noun,1,Step 1: SUBTLEX-UK,martians,False,martians
Martin's,martin',NOUN,,,,3,Step 3: spaCy fallback,martin',True,Martin's
martins,martin,NOUN,martins,martins,Name,1,Step 1: SUBTLEX-UK,martins,False,martins
marts,mart,NOUN,marts,marts,Noun,1,Step 1: SUBTLEX-UK,marts,False,marts
Marty's,marty',NOUN,,,,3,Step 3: spaCy fallback,marty',True,Marty's
Marx's,marx's,X,,,,3,Step 3: spaCy fallback,marx's,True,Marx's
marxists,marxist,NOUN,marxists,marxists,Noun,1,Step 1: SUBTLEX-UK,marxists,False,marxists
Mary's,mary's,VERB,,,,3,Step 3: spaCy fallback,mary's,True,Mary's
Maryland's,maryland',NOUN,,,,3,Step 3: spaCy fallback,maryland',True,Maryland's
masala,masala,NOUN,masala,masalum,,1,Step 1: SUBTLEX-UK,masalum,False,masalum
masses,masse,NOUN,masses,mass,Noun,1,Step 1: SUBTLEX-UK,mass,False,mass
massier,massy,ADJ,massier,massier,,1,Step 1: SUBTLEX-UK,massier,False,massier
masterminding,mastermind,VERB,masterminding,masterminding,Verb,1,Step 1: SUBTLEX-UK,masterminding,False,masterminding
MASU'S,masu',NOUN,,,,3,Step 3: spaCy fallback,masu',True,MASU'S
matchmaking,matchmake,VERB,matchmaking,matchmaking,Noun,1,Step 1: SUBTLEX-UK,matchmaking,False,matchmaking
material's,material',NOUN,,,,3,Step 3: spaCy fallback,material',True,material's
mathematics,mathematic,NOUN,mathematics,mathematics,Noun,1,Step 1: SUBTLEX-UK,mathematics,False,mathematics
mating,mate,VERB,mating,mating,Adjective,1,Step 1: SUBTLEX-UK,mating,False,mating
matins,matin,NOUN,matins,matins,Unclassified,1,Step 1: SUBTLEX-UK,matins,False,matins
MATSUO'S,matsuo's,VERB,,,,3,Step 3: spaCy fallback,matsuo's,True,MATSUO'S
matting,mat,VERB,matting,matting,Noun,1,Step 1: SUBTLEX-UK,matting,False,matting
maturest,mature,ADJ,maturest,maturest,,1,Step 1: SUBTLEX-UK,maturest,False,maturest
