idx,Word,Lemma,embedding_source,embedding_lookup,vector_norm_raw
19616,confessions,confession,Word,confessions,3.6419925527544956
19624,confided,confide,Word,confided,2.864205398425486
19625,confidence,confidence,Word,confidence,3.0364323265332507
19626,confidences,confidence,Word,confidences,3.787299215743069
19627,confident,confident,Word,confident,2.736783191653487
19628,confidential,confidential,Word,confidential,3.404899678975927
19686,conflicting,conflict,Word,conflicting,3.3489762981774023
19690,conflicts,conflict,Word,conflicts,3.118155688060448
19744,confuse,confuse,Word,confuse,3.019996784939786
19745,confused,confuse,Word,confused,2.561848902935728
19749,confuses,confuse,Word,confuses,3.1523145033816777
19753,confusion,confusion,Word,confusion,3.075949661154619
19754,confusions,confusion,Word,confusions,3.2398532145447816
19789,congestion,congestion,Word,congestion,3.5738095972454347
19810,congratulate,congratulate,Word,congratulate,3.652322768580388
19811,congratulated,congratulate,Word,congratulated,3.486035101602696
19812,congratulates,congratulate,Lemma,congratulate,3.652322768580388
19936,connect,connect,Word,connect,2.82340125814396
19938,connected,connect,Word,connected,2.5586521233439123
19944,connecting,connect,Word,connecting,2.6365280734783467
19949,connective,connective,Word,connective,3.350746059636482
19951,connectives,connective,Lemma,connective,3.350746059636482
19954,connects,connect,Word,connects,3.174140034863666
19985,conquer,conquer,Word,conquer,3.1823678122884704
19987,conquered,conquer,Word,conquered,3.1452341719560075
19989,conquering,conquer,Word,conquering,2.978212246013737
19993,conquers,conquer,Lemma,conquer,3.1823678122884704
20002,cons,con,Word,cons,3.5320869281084173
20008,conscience,conscience,Word,conscience,3.08561687003731
20010,consciences,conscience,Word,consciences,3.8682620798166454
20016,conscious,conscious,Word,conscious,2.87225250147486
20035,consecutive,consecutive,Word,consecutive,2.734233669715455
20038,consecutives,consecutive,Lemma,consecutive,2.734233669715455
20042,consensus,consensus,Word,consensus,3.2436570354819
20055,consequence,consequence,Word,consequence,2.3725792410676876
20056,consequences,consequence,Word,consequences,3.0142322875028076
20057,consequent,consequent,Word,consequent,2.603695774176617
20088,consider,consider,Word,consider,2.3673419033423295
20096,considered,consider,Word,considered,2.338776803752407
20099,considering,consider,Word,considering,2.272171986038678
20100,considers,consider,Word,considers,2.6540053561804213
20310,consult,consult,Word,consult,3.1869989450516307
20316,consultation,consultation,Word,consultation,3.104014710891004
20317,consultations,consultation,Word,consultations,3.333645896111321
20319,consulted,consult,Word,consulted,2.897660342781368
20321,consulting,consult,Word,consulting,2.768765948990527
20322,consults,consult,Lemma,consult,3.1869989450516307
20349,contact,contact,Word,contact,2.853925292227899
20350,contacted,contact,Word,contacted,3.0919849241736683
20351,contacting,contact,Word,contacting,3.1317849162301403
20353,contacts,contact,Word,contacts,2.8908965069243013
20357,contagious,contagious,Word,contagious,3.646000037204185
20377,contaminated,contaminate,Word,contaminated,3.5848705895786925
20391,contemplate,contemplate,Word,contemplate,2.6164809479683617
20392,contemplated,contemplate,Word,contemplated,2.718871872106057
20393,contemplates,contemplate,Word,contemplates,2.9617983513954775
20394,contemplating,contemplate,Word,contemplating,2.694585543621396
20408,contempt,contempt,Word,contempt,3.3886877733892296
20416,contend,contend,Word,contend,2.5923670131433787
20417,contended,contend,Word,contended,2.741918333165098
20421,contending,contend,Word,contending,2.3338037283138147
20422,contends,contend,Word,contends,2.7608528402692794
20423,content,content,Word,content,2.7583020741994213
20427,contenting,content,Word,contenting,1.9904036524987345
20428,contention,contention,Word,contention,2.9872554070011286
20429,contentions,contention,Word,contentions,3.074098120924633
20435,contents,contents,Word,contents,2.9949050428251716
20461,continent,continent,Word,continent,2.9101639853056227
20467,continents,continent,Word,continents,3.5759471529970352
20475,continual,continual,Word,continual,2.6501807005693094
20480,continuation,continuation,Word,continuation,2.332301721306751
20481,continuations,continuation,Lemma,continuation,2.332301721306751
20484,continue,continue,Word,continue,2.2106759838843355
20485,continued,continue,Word,continued,2.217947026692954
20487,continues,continue,Word,continues,2.5923480473744767
20488,continuing,continue,Word,continuing,2.270942432607598
20490,continuities,continuity,Word,continuities,3.3530154252504407
20491,continuity,continuity,Word,continuity,3.1024254006947722
20494,continuous,continuous,Word,continuous,2.5096420740093928
20511,contours,contour,Word,contours,3.295825855555326
20522,contract,contract,Word,contract,3.05957546909636
20523,contracted,contract,Word,contracted,2.8944232462604482
20530,contracting,contract,Word,contracting,2.91313277409042
20531,contraction,contraction,Word,contraction,4.001904570325939
20532,contractions,contraction,Lemma,contraction,4.001904570325939
20534,contractor,contractor,Word,contractor,3.2259017672215924
20536,contractors,contractor,Word,contractors,3.0951366095313926
20537,contracts,contract,Word,contracts,3.0236311447189794
20575,contraption,contraption,Word,contraption,3.3192961055333683
20576,contraptions,contraption,Word,contraptions,3.3148489751001566
20586,contrary,contrary,Word,contrary,2.724225985336081
20587,contrast,contrast,Word,contrast,2.6516113623518027
20589,contrasted,contrast,Word,contrasted,3.1086255584228892
20590,contrasting,contrast,Word,contrasting,2.743400138433003
20594,contrasts,contrast,Word,contrasts,3.0822509682432644
20630,control,control,Word,control,2.616051495639249
20631,controling,control,Lemma,control,2.616051495639249
20635,controlled,control,Word,controlled,2.6901308839548017
20640,controlling,control,Word,controlling,2.6311472609241884
20641,controls,control,Word,controls,2.7275084128351863
20647,controversies,controversy,Word,controversies,3.336008642568544
20648,controversy,controversy,Word,controversy,3.254232403242959
20696,convenience,convenience,Word,convenience,3.0683279735511273
20697,conveniences,convenience,Word,conveniences,3.14708754515688
20698,convenient,convenient,Word,convenient,2.8959598802490754
20701,convent,convent,Word,convent,3.6150286518049186
20705,convention,convention,Word,convention,3.119466254090569
20706,conventional,conventional,Word,conventional,2.640060995997306
20715,conventions,convention,Word,conventions,3.2735014905044344
20716,convents,convent,Lemma,convent,3.6150286518049186
20729,conversation,conversation,Word,conversation,3.0252708582240015
20734,conversations,conversation,Word,conversations,3.154475533283912
20738,converse,converse,Word,converse,2.9594527551470864
20739,conversed,converse,Lemma,converse,2.9594527551470864
20742,converses,converse,Lemma,converse,2.9594527551470864
20743,conversing,converse,Word,conversing,3.1205450374066452
20762,convey,convey,Word,convey,2.910795792289826
20769,conveyed,convey,Word,conveyed,2.976854485210787
20772,conveying,convey,Word,conveying,2.7788903953869957
20774,conveys,convey,Word,conveys,3.074300582778408
20775,convict,convict,Word,convict,3.2116238404848945
20778,convicted,convict,Word,convicted,3.727876368265539
20779,convicting,convict,Word,convicting,3.6900190526598853
20780,conviction,conviction,Word,conviction,3.110901742177736
20782,convictions,conviction,Word,convictions,3.4584918498507564
20785,convicts,convict,Word,convicts,3.3161507166393167
20786,convince,convince,Word,convince,2.757075993887522
20787,convinced,convince,Word,convinced,2.3847996682014645
20790,convinces,convince,Lemma,convince,2.757075993887522
20844,cooing,coo,Word,cooing,3.3539546125377293
20846,cook,cook,Word,cook,3.2081199735376926
20851,cooked,cook,Word,cooked,3.0281383679952194
20863,cooks,cook,Word,cooks,3.241441285834973
20866,cool,cool,Word,cool,2.534524185232215
20869,cooled,cool,Word,cooled,3.2604550973471724
20870,cooler,cooler,Word,cooler,3.0316921024451995
20871,coolers,cooler,Word,coolers,3.302226629583053
20880,cooling,cool,Word,cooling,3.1434377088952106
20885,cools,cool,Word,cools,3.6522636318391886
20926,cop,cop,Word,cop,3.138396229944409
20932,cope,cope,Word,cope,3.085016473383835
20935,coped,cope,Lemma,cope,3.085016473383835
20941,copes,cope,Word,copes,3.408163989528733
20944,copied,copy,Word,copied,3.3487206185418574
20947,copies,copy,Word,copies,3.3581035083475554
20950,coping,cope,Word,coping,3.0151622222717296
20966,copped,cop,Lemma,cop,3.138396229944409
20967,copper,copper,Word,copper,3.2969815187832716
20969,coppered,copper,Lemma,copper,3.2969815187832716
20972,coppering,copper,Lemma,copper,3.2969815187832716
20975,coppers,copper,Lemma,copper,3.2969815187832716
20984,copping,cop,Lemma,cop,3.138396229944409
20990,cops,cop,Word,cops,2.9877856183181946
21011,copy,copy,Word,copy,3.0524870467045897
21060,corals,coral,Lemma,coral,3.6722683857179157
21066,cord,cord,Word,cord,3.4410313469418226
21069,corded,cord,Word,corded,3.721905646877401
21071,cordial,cordial,Word,cordial,3.6003580655066707
21076,cordials,cordial,Lemma,cordial,3.6003580655066707
21081,cording,cord,Lemma,cord,3.4410313469418226
21087,cords,cord,Word,cords,3.6179325210853177
21092,core,core,Word,core,2.397431262947764
21093,cored,core,Lemma,core,2.397431262947764
21102,cores,core,Word,cores,3.6121195102370183
21110,coring,core,Lemma,core,2.397431262947764
21118,cork,cork,Word,cork,3.410084631869325
21121,corked,cork,Word,corked,3.6822963101403814
21125,corks,cork,Word,corks,3.8044404006783243
21134,corn,corn,Word,corn,3.1938406482493575
21154,corner,corner,Word,corner,2.5397502500868963
21156,cornered,corner,Word,cornered,2.698095030423228
21157,cornering,corner,Word,cornering,3.364454879280378
21158,corners,corner,Word,corners,2.6792212819481245
21183,corns,corn,Word,corns,3.477827450790261
21203,coronaries,coronary,Word,coronaries,2.5591813095828755
21204,coronary,coronary,Word,coronary,3.8088260843099513
21225,corporate,corporate,Word,corporate,2.379508858087928
21227,corporation,corporation,Word,corporation,2.518834991403884
21229,corporations,corporation,Word,corporations,2.8399569956935435
21241,corpse,corpse,Word,corpse,3.2592661281740174
21242,corpses,corpse,Word,corpses,3.708397902758849
21259,correct,correct,Word,correct,2.49988930124056
21261,corrected,correct,Word,corrected,2.9545178286986205
21263,correcting,correct,Lemma,correct,2.49988930124056
21266,corrections,correction,Word,corrections,3.1152268999573534
21275,corrects,correct,Lemma,correct,2.49988930124056
21289,correspond,correspond,Word,correspond,3.3666311186935602
21290,corresponded,correspond,Word,corresponded,3.1111571927132293
21298,corresponds,correspond,Word,corresponds,3.2558593343701254
21301,corridor,corridor,Word,corridor,2.992872757786637
21302,corridors,corridor,Word,corridors,3.07926881715326
21331,corrosion,corrosion,Word,corrosion,4.169227091613558
21332,corrosive,corrosive,Word,corrosive,3.2429988747462013
21335,corrosives,corrosive,Lemma,corrosive,3.2429988747462013
21373,cortex,cortex,Word,cortex,4.310492712821234
21378,cortices,cortex,Lemma,cortex,4.310492712821234
21424,cosmetic,cosmetic,Word,cosmetic,3.259028144552535
21428,cosmetics,cosmetic,Word,cosmetics,3.1929130834165957
21431,cosmic,cosmic,Word,cosmic,3.3274795669744592
21472,cost,cost,Word,cost,2.4342578935472634
21480,costed,cost,Lemma,cost,2.4342578935472634
21485,costing,cost,Word,costing,2.758450326931865
21494,costly,costly,Word,costly,2.7418929903308853
21497,costs,cost,Word,costs,2.801281346601766
21498,costume,costume,Word,costume,3.3367882283607386
21499,costumed,costume,Word,costumed,3.3911653190535587
21502,costumes,costume,Word,costumes,3.5167606614680484
21529,cottage,cottage,Word,cottage,3.1844537772770987
21532,cottages,cottage,Word,cottages,3.4967175413554483
21540,cotton,cotton,Word,cotton,3.4655595766958536
21542,cottoned,cotton,Lemma,cotton,3.4655595766958536
21554,couch,couch,Word,couch,3.1253069689379847
21556,couched,couch,Word,couched,3.170593321187666
21557,couches,couch,Word,couches,3.190749902377474
21560,couching,couch,Lemma,couch,3.1253069689379847
21565,cough,cough,Word,cough,3.1459100032814775
21566,coughed,cough,Word,coughed,3.3677363275486396
21568,coughing,cough,Word,coughing,3.380404905987346
21571,coughs,cough,Lemma,cough,3.1459100032814775
21587,council,council,Word,council,2.8216337945916603
21595,councils,council,Word,councils,3.08699609750176
21597,counsel,counsel,Word,counsel,3.3279681195461466
21598,counseled,counsel,Word,counseled,2.86816787885882
21601,counselled,counsel,Lemma,counsel,3.3279681195461466
21607,counsels,counsel,Lemma,counsel,3.3279681195461466
21608,count,count,Word,count,2.542079147781139
21612,counted,count,Word,counted,2.43687217629921
21618,counter,counter,Word,counter,2.60627148586619
21620,counteract,counteract,Word,counteract,2.8818038692034675
21621,counteracted,counteract,Word,counteracted,3.038295946665973
21622,counteracting,counteract,Word,counteracting,3.073299231623696
21626,counteracts,counteract,Lemma,counteract,2.8818038692034675
21662,countered,counter,Word,countered,2.6737480193815752
21680,countering,counter,Lemma,counter,2.60627148586619
21712,counterpart,counterpart,Word,counterpart,3.0044225639362616
21713,counterparts,counterpart,Word,counterparts,2.9778977029877667
21740,counters,counter,Word,counters,2.7481583379945294
21787,counties,county,Word,counties,3.7985913006208993
21789,counting,count,Word,counting,2.4035174276992914
21794,countries,country,Word,countries,2.856231619420955
21798,country,country,Word,country,1.9889105802766571
21801,countrymen,countryman,Word,countrymen,3.037034922913742
21803,countryside,countryside,Word,countryside,3.2270551990799965
21807,counts,count,Word,counts,2.804421510869807
21810,coup,coup,Word,coup,3.5374447037824863
21817,couple,couple,Word,couple,2.2695092091812574
21819,coupled,couple,Word,coupled,2.528842048570944
21822,couples,couple,Word,couples,3.2551188664820523
21829,coupons,coupon,Word,coupons,3.495495512674088
21830,coups,coup,Word,coups,4.100354209970081
21832,courageous,courageous,Word,courageous,2.981882723356705
21848,courses,course,Word,courses,3.0569458054138146
21851,coursing,course,Word,coursing,3.5277754335490625
21852,court,court,Word,court,2.650904363693653
21854,courted,court,Word,courted,3.235479850116677
21862,courtesies,courtesy,Lemma,courtesy,2.428669670852484
21863,courtesy,courtesy,Word,courtesy,2.428669670852484
21868,courting,court,Word,courting,2.9341833440632237
21877,courts,court,Word,courts,2.8800554675605845
21878,courtship,courtship,Word,courtship,3.5525501566775057
21879,courtships,courtship,Lemma,courtship,3.5525501566775057
21881,courtyard,courtyard,Word,courtyard,3.0994778599077244
21882,courtyards,courtyard,Word,courtyards,3.487045218308915
21885,cousin,cousin,Word,cousin,2.539959673470216
21889,cousins,cousin,Word,cousins,2.738954045517772
21914,cover,cover,Word,cover,2.4063033311398634
21915,coverage,coverage,Word,coverage,3.090820647459417
21918,covered,cover,Word,covered,2.5786449253460684
21920,covering,cover,Word,covering,2.42026382305372
21926,covers,cover,Word,covers,2.872242831997827
21934,coves,cove,Word,coves,3.7961156015537862
21948,cow,cow,Word,cow,3.067037839094972
21950,coward,coward,Word,coward,3.3187551257729786
21954,cowardly,cowardly,Word,cowardly,3.0796612603573066
21955,cowards,coward,Lemma,coward,3.3187551257729786
21962,cowboy,cowboy,Word,cowboy,3.2552701162000957
21964,cowboys,cowboy,Word,cowboys,3.384682486781125
21967,cowed,cow,Lemma,cow,3.067037839094972
21989,cowing,cow,Lemma,cow,3.067037839094972
22014,cows,cow,Word,cows,3.02860473643894
22057,crab,crab,Word,crab,3.497852033185962
22066,crabbing,crab,Lemma,crab,3.497852033185962
22071,crabs,crab,Word,crabs,3.6864499511187994
22075,crack,crack,Word,crack,2.902712832771902
22080,cracked,crack,Word,cracked,2.789339662426051
22081,cracker,cracker,Word,cracker,2.9401900140812955
22083,crackers,cracker,Word,crackers,3.1492811007457875
22084,cracking,crack,Word,cracking,2.934508107899738
22086,crackled,crackle,Word,crackled,3.8241820444930483
22087,crackles,crackle,Word,crackles,3.7945127002859675
22094,cracks,crack,Word,cracks,3.2986523035896007
22100,cradle,cradle,Word,cradle,3.24087522069948
22102,cradled,cradle,Word,cradled,3.682009658609408
22106,cradling,cradle,Lemma,cradle,3.24087522069948
22107,craft,craft,Word,craft,2.6491312288507123
22108,crafted,craft,Lemma,craft,2.6491312288507123
22114,crafting,craft,Lemma,craft,2.6491312288507123
22115,crafts,craft,Word,crafts,3.5942330194630423
22116,craftsman,craftsman,Word,craftsman,3.3173856679142744
22119,craftsmen,craftsman,Word,craftsmen,3.47823528915756
22123,crafty,crafty,Word,crafty,2.759438605654985
22141,crammed,cram,Word,crammed,3.1502051443173156
22157,craned,crane,Lemma,crane,3.7211575646912034
22159,cranes,crane,Word,cranes,3.7154304997437695
22171,crank,crank,Word,crank,2.7648306182185087
22173,cranked,crank,Lemma,crank,2.7648306182185087
22178,cranking,crank,Lemma,crank,2.7648306182185087
22180,cranks,crank,Lemma,crank,2.7648306182185087
22207,crash,crash,Word,crash,3.3563829508329404
22208,crashed,crash,Word,crashed,3.588659311265577
22210,crashes,crash,Word,crashes,3.8442439631973673
22211,crashing,crash,Word,crashing,3.197908535570781
22217,crate,crate,Word,crate,3.2387825096349334
22218,crated,crate,Lemma,crate,3.2387825096349334
22226,craters,crater,Word,craters,4.348950037981641
22227,crates,crate,Word,crates,3.2305661405007364
22228,crating,crate,Lemma,crate,3.2387825096349334
22247,crawl,crawl,Word,crawl,2.9342864270560876
22248,crawled,crawl,Word,crawled,3.230825962229238
22251,crawling,crawl,Word,crawling,2.831901681757243
22253,crawls,crawl,Word,crawls,3.493014788117327
22270,crazy,crazy,Word,crazy,2.6177855106929244
22273,creaked,creak,Word,creaked,3.7481858706799294
22278,creaking,creak,Word,creaking,3.5150461742682544
22280,creaks,creak,Word,creaks,3.7764802674646427
22282,cream,cream,Word,cream,3.0573237278799326
22292,creaming,cream,Lemma,cream,3.0573237278799326
22294,creams,cream,Word,creams,3.6666690785168634
22295,creamy,creamy,Word,creamy,3.4943797732615463
22305,create,create,Word,create,2.3615053076297228
22306,created,create,Word,created,2.3334861027520364
22307,creates,create,Word,creates,2.9936316343222265
22309,creating,create,Word,creating,2.3075968650573113
22311,creation,creation,Word,creation,2.422091403983868
22317,creations,creation,Word,creations,2.896153952665307
22318,creative,creative,Word,creative,2.689390454932179
22322,creator,creator,Word,creator,2.821898383742366
22323,creators,creator,Word,creators,2.879213402525973
22326,creature,creature,Word,creature,2.942238202415412
22328,creatures,creature,Word,creatures,3.1835495267399976
22470,crib,crib,Word,crib,3.6717671133400906
22472,cribbed,crib,Lemma,crib,3.6717671133400906
22474,cribbing,crib,Lemma,crib,3.6717671133400906
22476,cribs,crib,Word,cribs,5.355022518328928
22480,cricket,cricket,Word,cricket,3.6725527058459106
22483,cricketing,cricket,Lemma,cricket,3.6725527058459106
22484,crickets,cricket,Word,crickets,3.3595008385348795
22488,cried,cry,Word,cried,3.3030808863440875
22491,cries,cry,Word,cries,3.278969067463906
22493,crime,crime,Word,crime,3.090060626166561
22496,crimed,crime,Lemma,crime,3.090060626166561
22499,crimes,crime,Word,crimes,3.322762917981425
22500,criminal,criminal,Word,criminal,2.7939985880289413
22507,criminals,criminal,Word,criminals,3.149907214094581
22511,criming,crime,Lemma,crime,3.090060626166561
22556,crippled,cripple,Word,crippled,2.7942022400197724
22561,crises,crisis,Word,crises,3.2420536052094477
22562,crisis,crisis,Word,crisis,2.8919924287436642
22563,crisp,crisp,Word,crisp,3.106672480329658
22565,crisped,crisp,Lemma,crisp,3.106672480329658
22567,crispest,crisp,Lemma,crisp,3.106672480329658
22572,crisping,crisp,Lemma,crisp,3.106672480329658
22575,crisps,crisp,Lemma,crisp,3.106672480329658
22583,criteria,criterion,Word,criteria,3.2832159740858478
22586,critic,critic,Word,critic,3.605719582236126
22588,critical,critical,Word,critical,2.420878876916641
22593,criticism,criticism,Word,criticism,3.283335918200102
22594,criticisms,criticism,Word,criticisms,3.155377896256403
22600,critics,critic,Word,critics,2.882554177883936
22613,croaks,croak,Word,croaks,3.7447885917902486
22631,crocodile,crocodile,Word,crocodile,3.7852396558381662
22632,crocodiles,crocodile,Lemma,crocodile,3.7852396558381662
22655,crook,crook,Word,crook,3.041143375850401
22658,crooked,crooked,Word,crooked,3.0341093922818696
22661,crooking,crook,Lemma,crook,3.041143375850401
22663,crooks,crook,Word,crooks,3.174965252310299
22670,crop,crop,Word,crop,3.1941518275071896
22672,cropped,crop,Word,cropped,3.236157819151886
22675,cropping,crop,Word,cropping,3.2598635150584796
22677,crops,crop,Word,crops,3.4490746206955913
22688,cross,cross,Word,cross,2.756352842203935
22718,crossed,cross,Word,crossed,3.089269981560509
22720,crosses,cross,Word,crosses,3.0121180055836607
22728,crossing,cross,Word,crossing,2.893695343727662
22774,crouched,crouch,Word,crouched,3.638833498234965
22777,crouching,crouch,Word,crouching,3.4539455717501415
22787,crow,crow,Word,crow,2.8805863273783383
22792,crowd,crowd,Word,crowd,2.9239295909113743
22793,crowded,crowd,Word,crowded,2.7888526147366526
22798,crowding,crowd,Word,crowding,2.886086394133673
22799,crowds,crowd,Word,crowds,3.224925802495148
22801,crowed,crow,Word,crowed,2.534670509846155
22805,crowing,crow,Word,crowing,3.0964714944511162
22807,crown,crown,Word,crown,3.0936329717196864
22808,crowned,crown,Word,crowned,3.1297956617789557
22812,crowns,crown,Word,crowns,3.4061904639066336
22814,crows,crow,Word,crows,3.056791715814838
22820,crucial,crucial,Word,crucial,2.4473377097508995
22840,crude,crude,Word,crude,3.71658962311023
22847,cruel,cruel,Word,cruel,2.964944566426514
22853,cruelties,cruelty,Lemma,cruelty,3.362655140766812
22854,cruelty,cruelty,Word,cruelty,3.362655140766812
22857,cruise,cruise,Word,cruise,3.16054696326337
22859,cruised,cruise,Lemma,cruise,3.16054696326337
22863,cruises,cruise,Word,cruises,3.6278533458417686
22864,cruising,cruise,Word,cruising,2.963372486659113
22866,crumb,crumb,Word,crumb,3.407157376849591
22867,crumble,crumble,Word,crumble,3.4016444699639936
22868,crumbled,crumble,Word,crumbled,3.2339606939355403
22869,crumbles,crumble,Lemma,crumble,3.4016444699639936
22873,crumbling,crumble,Word,crumbling,2.9347199174284437
22875,crumbs,crumb,Lemma,crumb,3.407157376849591
22892,crunch,crunch,Word,crunch,2.889750908858248
22894,crunched,crunch,Word,crunched,3.0306776052488544
22896,crunches,crunch,Lemma,crunch,2.889750908858248
22900,crunching,crunch,Lemma,crunch,2.889750908858248
22906,crusade,crusade,Word,crusade,3.0084253570266037
22907,crusaded,crusade,Lemma,crusade,3.0084253570266037
22911,crusading,crusade,Word,crusading,3.068670228020321
22914,crush,crush,Word,crush,2.801177282898928
22917,crushed,crush,Word,crushed,2.874240443739779
22920,crushes,crush,Lemma,crush,2.801177282898928
22921,crushing,crush,Word,crushing,2.610437852769866
22923,crust,crust,Word,crust,3.860854743881931
22928,crusted,crust,Lemma,crust,3.860854743881931
22933,crusts,crust,Lemma,crust,3.860854743881931
22944,cry,cry,Word,cry,2.9189005300351125
22947,crying,cry,Word,crying,3.1952284174614527
22985,crystal,crystal,Word,crystal,3.324371220375506
23004,crystals,crystal,Word,crystals,3.638398999825241
23023,cube,cube,Word,cube,3.0013619875217428
23025,cubed,cube,Word,cubed,3.370817393144616
23026,cubes,cube,Word,cubes,3.2189042973316715
23027,cubic,cubic,Word,cubic,3.8013412980628134
23033,cubing,cube,Lemma,cube,3.0013619875217428
23075,cue,cue,Word,cue,2.7370224114809503
23077,cues,cue,Word,cues,3.5715328976042025
23078,cuff,cuff,Word,cuff,3.264312157782299
23079,cuffed,cuff,Lemma,cuff,3.264312157782299
23083,cuffs,cuff,Word,cuffs,3.4189742323278485
23124,cult,cult,Word,cult,3.25404412976891
23135,cultivate,cultivate,Word,cultivate,2.946455539259661
23136,cultivated,cultivate,Word,cultivated,2.988640359132805
23137,cultivates,cultivate,Word,cultivates,3.3525619693981645
23138,cultivating,cultivate,Word,cultivating,2.9285734503321015
23139,cultivation,cultivation,Word,cultivation,3.5274074809472684
23143,cults,cult,Word,cults,3.5510813771822876
23144,cultural,cultural,Word,cultural,2.7508433557323193
23146,culture,culture,Word,culture,2.690280655672478
23150,cultures,culture,Word,cultures,3.2192647611658227
23199,cunning,cunning,Word,cunning,2.9325484487510534
23206,cup,cup,Word,cup,3.062361680534856
23209,cupboard,cupboard,Word,cupboard,3.463578405027983
23210,cupboards,cupboard,Word,cupboards,3.418035246561813
23223,cupped,cup,Word,cupped,3.6638347388651993
23225,cupping,cup,Lemma,cup,3.062361680534856
23233,cups,cup,Word,cups,3.137208763124287
23252,curator,curator,Word,curator,3.780439406083343
23254,curators,curator,Lemma,curator,3.780439406083343
23257,curb,curb,Word,curb,2.9643504491573753
23258,curbed,curb,Lemma,curb,2.9643504491573753
23259,curbing,curb,Word,curbing,2.9689077320100075
23260,curbs,curb,Word,curbs,3.350299920516219
23272,cure,cure,Word,cure,3.2920637809330544
23273,cured,cure,Word,cured,3.3010335924778773
23277,cures,cure,Word,cures,3.762514335801111
23290,curing,cure,Word,curing,3.3163597646402483
23294,curiosities,curiosity,Lemma,curiosity,3.133214525191336
23295,curiosity,curiosity,Word,curiosity,3.133214525191336
23296,curious,curious,Word,curious,2.40894947267825
23300,curl,curl,Word,curl,3.2633902928205827
23301,curled,curl,Word,curled,3.6984864000717526
23311,curling,curl,Word,curling,3.7529671866449115
23313,curls,curl,Word,curls,3.5290155390657727
23320,currencies,currency,Word,currencies,5.094527660027122
23321,currency,currency,Word,currency,3.5450924199744107
23322,current,current,Word,current,1.8316703751017545
23324,currents,current,Word,currents,3.6582187925004477
23341,curse,curse,Word,curse,3.0930015464405565
23342,cursed,curse,Word,cursed,2.819090940148808
23346,curses,curse,Word,curses,3.3384709707124482
23383,curvature,curvature,Word,curvature,3.760723831287525
23384,curve,curve,Word,curve,3.2593627951675814
23388,curves,curve,Word,curves,3.3909663822118903
23391,curving,curve,Word,curving,3.3136802144809354
23403,cushion,cushion,Word,cushion,3.391615413209466
23404,cushioned,cushion,Lemma,cushion,3.391615413209466
23406,cushions,cushion,Word,cushions,3.2312556374574117
23429,custodian,custodian,Word,custodian,3.039720233413988
23430,custodians,custodian,Lemma,custodian,3.039720233413988
23432,custody,custody,Word,custody,3.71181145090243
23433,custom,custom,Word,custom,2.6141885083377177
23438,customer,customer,Word,customer,2.8934821571799176
23440,customers,customer,Word,customers,2.805986153174131
23446,customs,custom,Word,customs,3.2455897109907434
23447,cut,cut,Word,cut,2.4532197753688934
23454,cute,cute,Word,cute,2.966453888887474
23477,cuts,cut,Word,cuts,3.1106459730929963
23479,cutters,cutter,Word,cutters,3.310904885790992
23482,cutting,cut,Word,cutting,2.63513965682239
23522,cycle,cycle,Word,cycle,2.6818968742271383
23523,cycled,cycle,Word,cycled,3.1025896012583476
23525,cycles,cycle,Word,cycles,2.979268968602591
23564,cylinder,cylinder,Word,cylinder,3.3163278245116
23567,cylinders,cylinder,Word,cylinders,3.5268250559766994
23669,dab,dab,Word,dab,3.248053775834923
23670,dabbed,dab,Word,dabbed,4.35464636975218
23672,dabbing,dab,Word,dabbing,3.6791053941937313
23682,dabs,dab,Lemma,dab,3.248053775834923
23708,dads,dad,Lemma,dad,2.805973540782202
23748,dailies,daily,Lemma,daily,2.548894249189527
23749,daily,daily,Word,daily,2.548894249189527
23752,dainties,dainty,Lemma,dainty,2.982890600641827
23756,dainty,dainty,Word,dainty,2.982890600641827
23759,dairies,dairy,Lemma,dairy,3.1661252212340654
23760,dairy,dairy,Word,dairy,3.1661252212340654
23761,dairying,dairy,Lemma,dairy,3.1661252212340654
23769,daisies,daisy,Word,daisies,3.386139642608222
23796,dam,dam,Word,dam,3.4925963022887694
23798,damage,damage,Word,damage,3.1553604123991756
23801,damaged,damage,Word,damaged,3.1125867785734163
23814,dame,dame,Word,dame,3.729412225970661
23816,dames,dame,Lemma,dame,3.729412225970661
23818,dammed,dam,Word,dammed,3.4935922294145287
23819,damming,dam,Lemma,dam,3.4925963022887694
23837,damp,damp,Word,damp,2.9295504493048634
23838,damped,damp,Lemma,damp,2.9295504493048634
23846,dampest,damp,Lemma,damp,2.9295504493048634
23847,damping,damp,Lemma,damp,2.9295504493048634
23851,damps,damp,Lemma,damp,2.9295504493048634
23852,dams,dam,Word,dams,3.7957418792309756
23868,danced,dance,Word,danced,3.3725607750889957
23872,dancer,dancer,Word,dancer,3.5231976496618826
23874,dancers,dancer,Word,dancers,3.3407479375924165
23875,dances,dance,Word,dances,3.293453475399587
23909,danger,danger,Word,danger,2.816393154390498
23910,dangerous,dangerous,Word,dangerous,2.677112820290735
23913,dangers,danger,Word,dangers,3.299967785852423
23916,dangled,dangle,Word,dangled,3.5288294990284492
23919,dangling,dangle,Word,dangling,3.177039845694944
23955,dare,dare,Word,dare,2.6110524682703047
23956,dared,dare,Word,dared,2.9859486452102746
23962,dares,dare,Word,dares,3.319228947674336
